Survived,SibSp,Parch,Fare,Sex_female,Sex_male,Embarked_C,Embarked_Q,Embarked_S,Embarked_U,Pclass_1,Pclass_2,Pclass_3,"Categorized_age_(0, 10]","Categorized_age_(10, 20]","Categorized_age_(20, 30]","Categorized_age_(30, 40]","Categorized_age_(40, 50]","Categorized_age_(50, 60]","Categorized_age_(60, 70]","Categorized_age_(70, 80]"
1,1,0,108.9,True,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False
0,1,0,24.0,False,True,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False
1,0,0,56.9292,True,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False
1,0,0,83.1583,True,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False
1,2,2,262.375,True,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False
0,1,1,26.0,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False
0,0,0,7.8958,False,True,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False
0,1,1,26.25,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False
1,0,0,7.8542,True,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False
1,1,0,26.0,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False
0,0,0,14.0,False,True,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False
1,0,2,164.8667,True,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False
1,1,1,134.5,True,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False
0,0,0,7.25,False,True,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False
0,0,0,7.8958,False,True,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False
1,0,0,12.35,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False
1,1,1,29.0,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False
0,8,2,69.55,False,True,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False
1,0,0,135.6333,True,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False
0,0,0,6.2375,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False
1,0,0,13.0,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False
1,1,1,20.525,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False
1,0,1,57.9792,True,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False
1,2,0,23.25,True,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False
0,0,0,28.5,False,True,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False
0,0,1,153.4625,False,True,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False
0,2,0,18.0,False,True,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False
1,1,0,133.65,True,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False
0,0,0,7.8958,False,True,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False
0,1,0,66.6,False,True,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False
1,0,0,134.5,True,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False
1,0,0,8.05,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False
0,0,0,35.5,False,True,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False
1,1,1,26.0,False,True,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False
1,3,2,263.0,True,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False
0,0,0,13.0,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False
0,0,0,13.0,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False
0,0,0,13.0,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False
1,0,0,13.0,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False
1,0,0,13.0,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False
1,1,0,16.1,True,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False
1,1,1,15.9,False,True,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False
0,0,0,8.6625,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False
0,0,0,9.225,False,True,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False
0,0,0,35.0,False,True,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False
0,1,1,7.2292,False,True,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False
0,1,0,17.8,False,True,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False
0,0,0,7.225,False,True,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False
0,0,0,9.5,False,True,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False
1,0,1,55.0,True,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False
0,0,0,13.0,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False
1,0,0,7.8792,True,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False
1,0,0,7.8792,True,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False
0,1,4,27.9,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False
0,1,0,27.7208,False,True,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False
0,0,1,14.4542,True,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False
0,0,0,7.05,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False
0,1,0,15.5,False,True,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False
0,0,0,7.25,False,True,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False
1,1,0,75.25,True,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False
1,0,0,7.2292,True,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False
1,0,0,7.75,True,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False
1,0,0,69.3,True,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False
1,1,0,55.4417,False,True,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False
0,1,0,6.4958,False,True,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False
0,0,0,8.05,False,True,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False
0,0,0,135.6333,False,True,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False
0,3,1,21.075,True,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False
1,1,0,82.1708,True,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False
1,0,0,7.25,True,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False
0,0,2,211.5,False,True,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False
0,0,0,4.0125,False,True,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False
0,0,0,7.775,False,True,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False
1,0,0,227.525,True,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False
1,0,2,15.7417,True,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False
0,0,0,7.925,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False
1,1,0,52.0,True,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False
0,0,0,7.8958,False,True,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False
0,0,0,73.5,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False
0,5,2,46.9,False,True,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False
1,0,0,13.0,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False
0,0,0,7.7292,False,True,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False
1,0,0,12.0,True,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False
1,1,2,120.0,False,True,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False
1,0,0,7.7958,False,True,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False
0,2,0,7.925,False,True,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False
1,1,0,113.275,True,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False
1,0,2,16.7,True,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False
0,0,0,7.7958,False,True,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False
0,0,0,7.8542,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False
0,0,0,26.0,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False
0,0,0,10.5,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False
1,0,0,12.65,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False
1,0,0,7.925,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False
0,0,0,8.05,False,True,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False
0,1,0,9.825,True,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False
0,1,0,15.85,False,True,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False
0,0,0,8.6625,True,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False
0,1,0,21.0,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False
0,0,0,7.75,False,True,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False
1,1,1,18.75,False,True,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False
0,0,0,7.775,False,True,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False
0,3,1,25.4667,True,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False
0,0,0,7.8958,False,True,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False
0,0,0,6.8583,False,True,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False
1,1,0,90.0,True,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False
0,0,0,0.0,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False
1,0,0,7.925,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False
0,0,0,8.05,True,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False
1,1,1,32.5,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False
1,0,2,13.0,True,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False
0,0,0,13.0,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False
0,0,2,24.15,True,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False
0,0,0,7.8958,False,True,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False
0,0,0,7.7333,False,True,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False
0,0,0,7.875,False,True,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False
0,1,1,14.4,True,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False
0,1,1,20.2125,False,True,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False
0,0,0,7.25,False,True,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False
1,1,0,26.0,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False
1,0,0,26.0,True,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False
0,0,0,7.75,False,True,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False
1,0,0,8.05,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False
1,0,0,26.55,False,True,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False
1,1,0,16.1,True,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False
1,1,0,26.0,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False
0,0,0,7.125,False,True,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False
0,1,0,55.9,False,True,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False
1,1,2,120.0,True,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False
0,2,2,34.375,True,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False
1,2,3,18.75,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False
0,1,4,263.0,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False
0,0,0,10.5,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False
1,1,1,26.25,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False
0,0,0,9.5,False,True,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False
0,1,0,7.775,False,True,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False
1,0,0,13.0,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False
1,0,0,8.1125,False,True,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False
1,0,2,81.8583,False,True,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False
1,0,1,19.5,True,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False
1,0,0,26.55,False,True,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False
1,2,1,19.2583,True,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False
1,0,0,30.5,False,True,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False
0,1,2,27.75,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False
0,1,0,19.9667,False,True,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False
0,0,0,27.75,False,True,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False
1,1,0,89.1042,False,True,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False
0,0,0,8.05,False,True,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False
1,0,0,7.8958,False,True,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False
0,0,0,26.55,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False
1,1,0,51.8625,True,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False
1,0,0,10.5,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False
0,0,0,7.75,False,True,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False
1,0,0,26.55,False,True,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False
0,0,0,8.05,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False
0,0,0,38.5,False,True,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False
0,0,0,13.0,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False
0,0,0,8.05,False,True,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False
0,0,0,7.05,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False
0,0,0,0.0,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False
0,0,0,26.55,False,True,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False
0,0,0,7.725,False,True,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False
1,2,1,19.2583,True,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False
0,0,0,7.25,False,True,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False
0,0,0,8.6625,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False
1,1,2,27.75,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False
1,0,0,13.7917,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False
0,0,0,9.8375,True,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False
0,0,0,52.0,False,True,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False
0,1,0,21.0,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False
0,1,0,7.0458,False,True,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False
0,0,0,7.5208,False,True,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False
1,0,1,12.2875,True,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False
0,5,2,46.9,False,True,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False
0,0,0,0.0,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False
0,0,0,8.05,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False
1,0,0,9.5875,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False
1,1,0,91.0792,False,True,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False
0,3,1,25.4667,True,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False
1,1,0,90.0,True,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False
0,0,0,29.7,False,True,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False
0,0,0,8.05,False,True,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False
1,1,1,15.9,False,True,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False
0,1,0,19.9667,False,True,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False
0,0,0,7.25,False,True,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False
0,0,0,30.5,False,True,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False
0,0,0,49.5042,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True
0,0,0,8.05,False,True,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False
0,0,0,14.4583,False,True,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False
1,1,0,78.2667,True,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False
0,0,0,15.1,False,True,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False
0,1,2,151.55,True,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False
0,0,0,7.7958,False,True,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False
0,0,0,8.6625,False,True,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False
0,0,0,7.75,True,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False
0,0,0,7.6292,True,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False
0,0,0,9.5875,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False
1,0,0,86.5,True,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False
0,1,0,108.9,False,True,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False
1,0,2,26.0,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False
1,0,0,26.55,False,True,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False
0,0,0,22.525,False,True,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False
1,0,0,56.4958,False,True,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False
1,0,0,7.75,False,True,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False
0,0,0,8.05,False,True,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False
1,0,0,26.2875,False,True,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False
1,1,0,59.4,True,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False
0,0,0,7.4958,False,True,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False
0,0,0,34.0208,False,True,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False
1,0,0,10.5,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False
0,0,0,24.15,False,True,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False
1,1,0,26.0,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False
0,0,0,7.8958,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False
1,0,0,93.5,True,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False
0,0,0,7.8958,False,True,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False
0,0,0,7.225,False,True,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False
1,0,1,57.9792,True,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False
0,0,0,7.2292,False,True,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False
0,0,0,7.75,False,True,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False
1,0,0,10.5,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False
0,0,0,221.7792,False,True,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False
0,0,0,7.925,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False
0,2,1,11.5,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False
1,1,1,26.0,True,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False
0,0,0,7.2292,False,True,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False
0,1,1,7.2292,False,True,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False
1,0,2,22.3583,True,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False
0,0,0,8.6625,True,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False
1,0,2,26.25,True,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False
0,0,0,26.55,False,True,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False
1,0,0,106.425,True,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False
0,0,0,14.5,False,True,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False
1,0,2,49.5,True,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False
1,0,2,71.0,True,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False
0,4,2,31.275,True,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False
0,4,2,31.275,True,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False
1,1,0,26.0,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False
0,1,0,106.425,False,True,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False
0,0,0,26.0,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False
1,1,0,26.0,True,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False
1,0,0,13.8625,False,True,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False
0,1,1,20.525,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False
1,1,1,36.75,False,True,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False
1,0,2,110.8833,False,True,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False
0,0,0,26.0,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False
0,0,0,7.8292,False,True,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False
1,0,0,7.225,False,True,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False
1,0,0,7.775,True,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False
0,0,0,26.55,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False
1,1,0,39.6,True,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False
0,0,0,227.525,False,True,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False
1,1,1,79.65,True,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False
1,1,0,17.4,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False
0,0,0,7.75,False,True,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False
0,0,0,7.8958,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False
0,0,0,13.5,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False
0,0,0,8.05,False,True,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False
0,0,0,8.05,True,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False
0,2,0,24.15,False,True,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False
0,0,0,7.8958,False,True,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False
0,0,4,21.075,True,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False
0,0,0,7.2292,False,True,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False
1,0,0,7.8542,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False
1,0,0,10.5,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False
1,2,0,51.4792,True,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False
1,0,0,26.3875,False,True,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False
1,0,0,7.75,True,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False
0,0,0,8.05,False,True,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False
0,0,0,14.5,False,True,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False
1,0,0,13.0,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False
1,1,0,55.9,True,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False
0,1,0,14.4583,True,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False
1,0,0,7.925,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False
1,1,1,30.0,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False
1,1,1,110.8833,True,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False
0,0,0,26.0,False,True,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False
0,0,0,40.125,False,True,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False
0,0,0,8.7125,False,True,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False
1,0,2,79.65,True,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False
0,0,0,15.0,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False
1,1,1,79.2,False,True,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False
0,0,0,8.05,False,True,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False
0,0,0,8.05,False,True,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False
0,0,0,7.125,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False
1,1,0,78.2667,True,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False
0,0,0,7.25,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False
0,0,2,7.75,True,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False
0,1,0,26.0,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False
0,1,1,24.15,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False
1,0,0,33.0,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False
0,0,0,0.0,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False
0,0,0,7.225,False,True,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False
1,1,0,56.9292,False,True,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False
1,2,1,27.0,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False
0,0,0,7.8958,False,True,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False
0,0,0,42.4,False,True,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False
0,0,0,8.05,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False
1,0,0,26.55,False,True,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False
0,1,0,15.55,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False
0,0,0,7.8958,False,True,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False
1,0,0,30.5,False,True,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False
1,1,2,41.5792,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False
1,0,0,153.4625,True,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False
0,1,5,31.275,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False
0,0,0,7.05,False,True,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False
1,1,0,15.5,True,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False
0,0,0,7.75,False,True,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False
0,0,0,8.05,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False
1,1,2,65.0,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False
0,1,1,14.4,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False
0,1,0,16.1,True,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False
